+-----------+-------------------------------------------------------------------------+--------+----+------------+-----------+----------------------+
|   Mã môn  | Tên môn học                                                             |  Nhóm  | Tổ | Số tín chỉ |    Lớp    |        ID Môn        |
| 61FIS4IPM | Quản lý Dự án Quốc tế                                                   |   2    |    |     3      |     *     | -7618137334413923587 |
| 61FIS4REM | Phương pháp Nghiên cứu                                                  |   2    |    |     3      |     *     | -7531901911046987378 |
| 61JAP3FL1 | Ngoại ngữ 2 - tiếng Nhật Bản A1                                         |   2    |    |     3      |     *     | -8507856996348898419 |
| 61JAP3FL2 | Ngoại ngữ 2 - tiếng Nhật Bản A2                                         |   2    |    |     4      |     *     | -7231688347681271313 |
| 61SFL3FL2 | Ngoại ngữ 2_A2                                                          |   2    |    |     4      |     *     | -7248737916550811376 |
|  61SPA1A1 | Thực hành tiếng A1                                                      |   2    |    |     6      |     *     | -8836347593263817018 |
| 61SPA21B2 | Thực hành tiếng 1B2                                                     |   2    |    |     4      |     *     | -8694305483461232264 |
| 61SPA22B2 | Thực hành tiếng 2B2                                                     |   2    |    |     4      |     *     | -9068026656785039749 |
| 61SPA23B1 | Thực hành tiếng 3B1                                                     |   2    |    |     4      |     *     | -8673348524288149454 |
| 61SPA2PRO | Luyện âm tiếng Tây Ban Nha                                              |   2    |    |     2      |     *     | -5560777862283880195 |
| 61SPA32C1 | Thực hành tiếng 2C1                                                     |   2    |    |     3      |     *     | -5328322453788561551 |
| 61SPA3BUS | Tiếng Tây Ban Nha Thương mại                                            |   2    |    |     3      |     *     | -8245584393242334498 |
| 61SPA3LEX | Từ vựng học tiếng Tây Ban Nha                                           |   2    |    |     3      |     *     | -6255965960710405359 |
| 61VNS2INL | Dẫn luận Ngôn ngữ học                                                   |   2    |    |     4      |     *     | -5514356428833946185 |
| 61VNS2ITI | Nhập môn Biên - Phiên dịch                                              |   2    |    |     4      |     *     | -7746425095253878313 |
| 61VNS2VBC | Tiếng Việt Thư tín thương mại                                           |   2    |    |     2      |     *     | -5001993421743390653 |
| 61VNS3LTE | Pháp luật Kinh tế - Thương mại                                          |   2    |    |     2      |     *     | -7666001104189000092 |
| 61VNS3SRS | Phương pháp Học tập và Nghiên cứu khoa học                              |   2    |    |     2      |     *     | -8547231893498010384 |
| 61VNS3TI1 | Thực hành Biên -  Phiên dịch 1                                          |   2    |    |     4      |     *     | -8472699205019513236 |
| 61VNS3TIS | Nghiệp vụ Biên -  Phiên dịch                                            |   2    |    |     4      |     *     | -8656503095329087425 |
| 61VNS3VC1 | Cơ sở Văn hóa Việt Nam 1                                                |   2    |    |     4      |     *     | -5675817331632937158 |
| 61VNS3VC2 | Cơ sở Văn hóa Việt Nam 2                                                |   2    |    |     4      |     *     | -6913330426463581958 |
| 61VNS3VTE | Tiếng Việt Kinh tế -  Thương mại                                        |   2    |    |     4      |     *     | -5964682117342355460 |
| 61VNS4VLE | Từ vựng học tiếng Việt                                                  |   2    |    |     4      |     *     | -7290321628097700018 |
| 61JAP4IP3 | Thực hành dịch nói 3                                                    |  2.19  |    |     3      |     *     | -4749193291668469594 |
| 61JAP4JAT | Tiếng Nhật Du lịch                                                      |  2.19  |    |     2      |     *     | -6764539621532036580 |
| 61JAP4JOW | Tiếng Nhật Văn phòng                                                    |  2.19  |    |     2      |     *     | -8935903696648724119 |
| 61JAP4JVC | Đối chiếu Ngôn ngữ Nhật- Việt                                           |  2.19  |    |     2      |     *     | -5170834607368109883 |
| 61JAP4TP3 | Thực hành dịch viết 3                                                   |  2.19  |    |     3      |     *     | -8095094376244296681 |
| 61JAP3CCS | Đất nước và Văn hóa Nhật Bản                                            |  2.20  |    |     3      |     *     | -8698747510759918815 |
| 61JAP3IBJ | Tiếng Nhật Thương mại Quốc tế                                           |  2.20  |    |     3      |     *     | -8662268096189795088 |
| 61JAP3IJL | Nhập môn Nhật ngữ học                                                   |  2.20  |    |     3      |     *     | -8417595964534709125 |
| 61JAP3ITI | Nhập môn Biên-Phiên dịch                                                |  2.20  |    |     2      |     *     | -6740629202411584580 |
| 61JAP3TP1 | Thực hành dịch viết 1                                                   |  2.20  |    |     4      |     *     | -5065424024034886764 |
| 61JAP21B2 | Thực hành tiếng 1B2                                                     |  2.21  |    |     3      |     *     | -6569111998268218689 |
| 61JAP22B2 | Thực hành tiếng 2B2                                                     |  2.21  |    |     3      |     *     | -6278227979523386223 |
| 61JAP23B1 | Thực hành tiếng 3B1                                                     |  2.21  |    |     3      |     *     | -9101833119582962536 |
| 61JAP23B2 | Thực hành tiếng 3B2                                                     |  2.21  |    |     3      |     *     | -5246880138340251130 |
| 61PML2HVC | Lịch sử Đảng Cộng sản Việt Nam                                          | 2_CT2  |    |     2      |     *     | -7335302513069388975 |
| 61PML2SCS | Chủ nghĩa Xã hội Khoa học                                               | 2_CT2  |    |     2      |     *     | -5827057186439696570 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   20   |    |     14     |  1M-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 20.01  |    |     1      |     *     | -9038923487211876299 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 20_CT4 |    |     3      |     *     | -6862781927468674348 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   21   |    |     14     |  2M-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 21.01  |    |     1      |     *     | -9038923487211876299 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 21_ST5 |    |     3      |     *     | -6862781927468674348 |
